
fio: terminating on signal 2
3;fio-3.28;IOPS-read;0;0;157960;19997;4999;7899;0;1688;63.387208;71.070819;3;1164;7.850407;21.634363;1.000000%=3;5.000000%=3;10.000000%=4;20.000000%=6;30.000000%=6;40.000000%=7;50.000000%=7;60.000000%=7;70.000000%=8;80.000000%=8;90.000000%=8;95.000000%=9;99.000000%=11;99.500000%=13;99.900000%=42;99.950000%=610;99.990000%=1089;0%=0;0%=0;0%=0;6;2843;73.232227;77.772571;20000;20040;100.000000%;20018.666667;4.017978;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;2.119524%;3.656622%;55221;0;112;99.9%;0.1%;0.1%;0.1%;0.0%;0.0%;0.0%;0.00%;5.66%;91.73%;2.37%;0.15%;0.00%;0.01%;0.02%;0.02%;0.02%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;sda;15748;13;0;19;1810;6;1818;96.02%
