timestamp,robot_count
1684271954,42
1684271957,43
1684271961,46
1684271964,47
1684271967,48
1684271971,48
1684271974,48
1684271977,48
1684271980,48
1684271984,48
1684271987,48
1684271990,48
1684271994,51
1684271997,52
1684272000,52
1684272004,53
1684272007,53
1684272010,53
1684272014,53
1684272017,55
1684272020,57
1684272024,59
1684272027,60
1684272031,61
1684272034,64
1684272037,64
1684272040,65
1684272044,66
1684272047,66
1684272051,67
1684272054,68
1684272057,68
1684272061,70
1684272065,72
1684272068,73
1684272071,73
1684272075,73
1684272078,75
1684272082,76
1684272086,81
1684272089,82
1684272093,85
1684272097,87
1684272100,88
1684272104,89
1684272108,89
1684272111,90
1684272115,92
1684272119,94
1684272123,96
1684272126,97
1684272130,100
1684272134,102
1684272138,103
1684272141,102
1684272146,106
1684272150,109
1684272153,110
1684272157,110
1684272161,111
1684272165,113
1684272170,117
1684272173,119
1684272177,121
1684272181,120
1684272185,123
1684272189,123
1684272193,128
1684272197,130
1684272201,129
1684272206,129
1684272210,132
1684272214,131
1684272217,130
1684272221,131
1684272226,132
1684272230,132
1684272235,132
1684272238,131
1684272242,130
1684272246,130
1684272250,130
1684272253,129
1684272257,128
1684272261,127
1684272266,127
1684272270,125
1684272275,125
1684272279,124
1684272283,124
1684272287,122
1684272291,120
1684272295,120
1684272298,120
1684272303,118
1684272308,118
1684272312,117
1684272316,116
1684272320,116
1684272324,113
1684272329,112
1684272333,111
1684272337,111
1684272341,110
1684272345,110
1684272350,110
1684272354,108
1684272358,108
1684272362,107
1684272366,105
1684272371,105
1684272375,103
1684272379,103
1684272382,102
1684272386,102
1684272391,100
1684272395,99
1684272399,99
1684272404,98
1684272409,98
1684272412,98
1684272416,96
1684272421,96
1684272424,95
1684294758,0
1684294762,12
1684294765,25
1684294768,25
1684294772,25
1684294775,25
1684294779,25
1684294782,25
1684294785,25
1684294789,25
1684294792,25
1684294795,25
1684294799,25
1684294802,25
1684294805,25
1684294809,25
1684294812,25
1684294815,25
1684294819,25
1684294822,25
1684294825,26
1684294829,29
1684294832,32
1684294835,32
1684294839,33
1684294842,33
1684294846,33
1684294849,34
1684294852,34
1684294856,35
1684294859,36
1684294862,39
1684294866,39
1684294869,40
1684294872,40
1684294876,40
1684294879,41
1684294883,41
1684294886,42
1684294889,42
1684294893,42
1684294896,43
1684294899,44
1684294903,44
1684294906,44
1684294910,45
1684294913,46
1684294917,46
1684294920,47
1684294923,49
1684294927,50
1684294930,50
1684294934,51
1684294937,52
1684294941,51
1684294944,54
1684294947,54
1684294951,55
1684294954,58
1684294958,57
1684294961,58
1684294965,60
1684294968,62
1684294972,63
1684294975,66
1684294979,68
1684294982,68
1684294986,69
1684294989,70
1684294992,71
1684294996,71
1684295000,75
1684295003,76
1684295007,78
1684295010,80
1684295014,82
1684295017,85
1684295021,86
1684295024,86
1684295028,87
1684295032,90
1684295035,92
1684295039,95
1684295042,97
1684295046,98
1684295050,99
1684295053,98
1684295057,99
1684295060,101
1684295064,105
1684295068,109
1684295071,111
1684295075,112
1684295079,114
1684295082,117
1684295086,118
1684295090,119
1684295093,121
1684295097,124
1684295101,125
1684295105,129
1684295108,129
1684295112,131
1684295116,131
1684295120,131
1684295124,132
1684295127,132
1684295131,133
1684295135,133
1684295139,133
1684295142,133
1684295146,134
1684295150,133
1684295154,132
1684295158,133
1684295162,131
1684295165,133
1684295169,133
1684295173,134
1684295177,136
1684295181,136
1684295185,136
1684295189,135
1684295192,133
1684295196,133
1684295200,133
1684295204,132
1684295208,131
1684295212,130
1684295216,130
1684295220,130
1684295224,130
1684295228,130
1684295231,128
1684295235,127
1684295239,127
1684295243,127
1684295247,127
1684295251,126
1684295255,124
1684295259,123
1684295263,122
1684295267,122
1684295271,122
1684295274,121
1684295278,121
1684295282,120
1684295286,119
1684295290,118
1684295294,118
1684295298,117
1684295302,117
1684295306,115
1684295310,115
1684295314,115
1684295317,113
1684295321,112
1684295325,111
1684295329,110
1684295333,110
1684295337,110
1684295341,110
1684295345,110
1684295348,110
1684295353,109
1684307408,1
1684307412,13
1684307415,25
1684307418,25
1684307422,25
1684307425,25
1684307429,25
1684307432,25
1684307435,25
1684307439,25
1684307442,25
1684307445,25
1684307449,26
1684307452,28
1684307455,28
1684307459,28
1684307462,28
1684307466,29
1684307469,29
1684307472,29
1684307476,29
1684307479,30
1684307482,31
1684307486,32
1684307489,32
1684307492,32
1684307496,32
1684307499,33
1684307502,34
1684307506,34
1684307509,37
1684307512,39
1684307516,41
1684307519,41
1684307523,42
1684307526,42
1684307529,42
1684307533,42
1684307536,44
1684307540,47
1684307543,47
1684307547,48
1684307550,48
1684307553,50
1684307557,50
1684307560,50
1684307564,51
1684307567,52
1684307570,53
1684307574,53
1684307577,55
1684307581,56
1684307584,56
1684307588,59
1684307591,60
1684307595,59
1684307598,59
1684307602,60
1684307605,60
1684307609,60
1684307612,63
1684307615,64
1684307619,64
1684307622,66
1684307626,68
1684307629,69
1684307633,69
1684307636,69
1684307640,71
1684307643,73
1684307647,74
1684307650,76
1684307654,76
1684307657,81
1684307661,82
1684307664,84
1684307668,85
1684307671,85
1684307675,87
1684307679,86
1684307682,88
1684307686,90
1684307689,90
1684307693,90
1684307696,92
1684307700,96
1684307704,98
1684307707,101
1684307711,103
1684307715,104
1684307718,106
1684307722,108
1684307725,109
1684307729,109
1684307733,110
1684307736,112
1684307740,116
1684307744,117
1684307747,119
1684307751,121
1684307755,119
1684307759,121
1684307762,124
1684307766,124
1684307770,127
1684307774,126
1684307777,126
1684307781,126
1684307785,126
1684307789,128
1684307792,127
1684307796,128
1684307800,129
1684307803,130
1684307807,130
1684307811,130
1684307815,131
1684307819,131
1684307822,132
1684307826,132
1684307830,131
1684307834,132
1684307838,133
1684307841,132
1684307845,133
1684307849,132
1684307853,132
1684307857,133
1684307861,133
1684307865,132
1684307868,131
1684307872,130
1684307876,130
1684307880,130
1684307884,129
1684307887,129
1684307891,129
1684307895,129
1684307899,127
1684307903,127
1684307906,126
1684307910,126
1684307914,126
1684307918,126
1684307922,126
1684307925,126
1684307929,126
1684307933,123
1684307937,123
1684307941,123
1684307945,123
1684307948,122
1684307952,122
1684307956,120
1684307960,120
1684307964,119
1684307968,118
1684307972,118
1684307975,118
1684307979,117
1684307983,114
1684307986,114
1684307990,113
1684307994,113
1684307998,113
1684308002,113
1684291581,0
1684291584,12
1684291587,25
1684291591,25
1684291595,25
1684291598,25
1684291601,25
1684291605,25
1684291608,25
1684291611,25
1684291615,25
1684291618,25
1684291621,25
1684291625,25
1684291628,25
1684291631,25
1684291635,25
1684291638,25
1684291641,25
1684291645,25
1684291648,25
1684291651,26
1684291655,27
1684291658,28
1684291661,28
1684291665,28
1684291668,28
1684291671,28
1684291675,29
1684291678,29
1684291681,31
1684291685,32
1684291688,34
1684291691,34
1684291695,34
1684291698,35
1684291701,35
1684291705,36
1684291708,36
1684291711,37
1684291715,40
1684291718,40
1684291721,40
1684291725,43
1684291728,44
1684291732,44
1684291735,44
1684291738,45
1684291742,47
1684291745,48
1684291749,48
1684291752,50
1684291755,50
1684291759,51
1684291762,51
1684291766,51
1684291769,51
1684291772,51
1684291776,51
1684291779,52
1684291783,55
1684291786,55
1684291789,55
1684291793,57
1684291796,57
1684291800,58
1684291803,59
1684291807,60
1684291810,61
1684291814,62
1684291817,64
1684291820,64
1684291824,65
1684291827,65
1684291831,68
1684291834,70
1684291838,74
1684291841,74
1684291845,77
1684291848,78
1684291852,81
1684291856,82
1684291859,83
1684291863,83
1684291866,86
1684291870,89
1684291873,91
1684291877,91
1684291881,94
1684291884,95
1684291888,97
1684291891,98
1684291895,101
1684291899,102
1684291902,105
1684291906,107
1684291910,108
1684291913,112
1684291917,112
1684291921,112
1684291925,111
1684291928,113
1684291932,114
1684291936,117
1684291939,117
1684291943,119
1684291947,120
1684291950,123
1684291954,123
1684291958,123
1684291962,124
1684291965,124
1684291969,124
1684291973,125
1684291977,127
1684291980,129
1684291984,129
1684291988,130
1684291992,130
1684291995,129
1684291999,130
1684292003,131
1684292007,132
1684292011,134
1684292014,136
1684292018,137
1684292022,135
1684292026,135
1684292030,135
1684292034,134
1684292037,134
1684292041,133
1684292045,133
1684292049,133
1684292053,133
1684292057,134
1684292061,133
1684292065,132
1684292068,131
1684292072,131
1684292076,131
1684292080,131
1684292084,131
1684292088,129
1684292092,127
1684292096,127
1684292099,127
1684292103,126
1684292107,126
1684292111,125
1684292115,124
1684292119,124
1684292123,123
1684292127,123
1684292131,121
1684292134,119
1684292138,119
1684292142,118
1684292146,117
1684292150,117
1684292154,115
1684292158,115
1684292162,115
1684292166,114
1684292170,113
1684292173,112
1684271035,1
1684271038,16
1684271041,25
1684271044,25
1684271048,25
1684271051,25
1684271055,25
1684271058,25
1684271061,25
1684271065,25
1684271068,25
1684271071,25
1684271075,26
1684271078,26
1684271081,26
1684271085,26
1684271088,26
1684271092,26
1684271095,26
1684271098,26
1684271102,27
1684271105,28
1684271108,28
1684271112,30
1684271115,31
1684271118,31
1684271122,31
1684271125,32
1684271128,32
1684271132,32
1684271135,33
1684271139,34
1684271142,35
1684271145,36
1684271149,36
1684271152,37
1684271155,37
1684271159,37
1684271162,40
1684271165,41
1684271169,42
1684271172,42
1684271175,44
1684271179,45
1684271182,45
1684271186,46
1684271189,46
1684271192,48
1684271196,49
1684271199,50
1684271203,50
1684271206,50
1684271209,51
1684271213,52
1684271216,53
1684271220,54
1684271223,53
1684271227,53
1684271230,56
1684271234,57
1684271237,57
1684271241,59
1684271244,60
1684271247,62
1684271251,61
1684271254,62
1684271258,62
1684271261,65
1684271265,66
1684271268,66
1684271272,66
1684271275,68
1684271279,69
1684271282,70
1684271286,72
1684271289,72
1684271293,71
1684271296,74
1684271299,74
1684271303,75
1684271307,76
1684271310,77
1684271314,77
1684271317,79
1684271321,81
1684271324,84
1684271328,84
1684271331,85
1684271335,88
1684271338,91
1684271342,93
1684271346,94
1684271349,95
1684271353,97
1684271357,98
1684271360,100
1684271364,101
1684271368,103
1684271371,107
1684271375,108
1684271378,111
1684271382,112
1684271386,115
1684271390,117
1684271393,117
1684271397,117
1684271401,120
1684271404,124
1684271408,127
1684271412,130
1684271415,131
1684271419,132
1684271423,135
1684271427,136
1684271430,135
1684271434,136
1684271438,137
1684271442,138
1684271446,138
1684271450,137
1684271454,139
1684271458,138
1684271461,137
1684271465,136
1684271469,136
1684271473,134
1684271476,134
1684271480,134
1684271484,134
1684271488,134
1684271492,134
1684271496,134
1684271500,132
1684271503,132
1684271507,131
1684271511,130
1684271515,129
1684271519,128
1684271523,128
1684271527,128
1684271531,127
1684271534,127
1684271538,127
1684271542,127
1684271546,127
1684271550,127
1684271554,125
1684271558,124
1684271562,124
1684271566,124
1684271570,124
1684271573,124
1684271577,124
1684271581,123
1684271585,123
1684271588,122
1684271592,120
1684271596,120
1684271600,120
1684271604,120
1684271608,119
1684271612,118
1684271616,118
1684271620,116
1684271624,116
1684271627,115
1684281309,2
1684281312,25
1684281316,25
1684281319,25
1684281322,25
1684281326,25
1684281329,25
1684281332,25
1684281335,25
1684281338,25
1684281342,25
1684281345,25
1684281348,25
1684281352,25
1684281355,26
1684281358,26
1684281361,26
1684281365,26
1684281368,26
1684281371,26
1684281374,30
1684281378,30
1684281381,30
1684281384,31
1684281387,32
1684281391,32
1684281394,32
1684281397,32
1684281400,33
1684281404,35
1684281407,36
1684281410,39
1684281414,40
1684281417,40
1684281420,41
1684281423,41
1684281426,41
1684281430,41
1684281433,44
1684281436,44
1684281439,45
1684281443,46
1684281446,47
1684281449,48
1684281453,49
1684281456,49
1684281459,49
1684281463,52
1684281466,53
1684281470,54
1684281473,55
1684281476,55
1684281480,56
1684281483,56
1684281486,56
1684281489,56
1684281493,56
1684281496,59
1684281500,59
1684281503,59
1684281506,60
1684281510,63
1684281513,65
1684281516,65
1684281519,65
1684281523,66
1684281526,66
1684281530,67
1684281533,69
1684281536,68
1684281540,70
1684281543,73
1684281546,74
1684281550,74
1684281553,76
1684281556,79
1684281560,80
1684281563,80
1684281566,80
1684281570,80
1684281573,82
1684281577,86
1684281581,86
1684281584,88
1684281588,90
1684281591,90
1684281595,91
1684281599,92
1684281603,95
1684281606,96
1684281610,99
1684281614,100
1684281618,103
1684281623,105
1684281626,106
1684281630,106
1684281634,107
1684281638,109
1684281641,112
1684281645,113
1684281649,113
1684281653,114
1684281657,115
1684281661,114
1684281665,119
1684281669,119
1684281673,121
1684281677,122
1684281681,124
1684281685,123
1684281689,126
1684281693,127
1684281697,127
1684281700,127
1684281705,127
1684281709,129
1684281713,127
1684281717,127
1684281721,129
1684281725,129
1684281730,130
1684281734,131
1684281737,131
1684281742,130
1684281746,131
1684281750,131
1684281754,131
1684281759,131
1684281763,131
1684281767,131
1684281771,128
1684281775,128
1684281780,128
1684281784,128
1684281787,126
1684281792,125
1684281796,125
1684281800,125
1684281805,125
1684281808,125
1684281813,125
1684281818,124
1684281822,122
1684281825,122
1684281829,122
1684281834,121
1684281838,121
1684281842,121
1684281847,119
1684281851,119
1684281855,118
1684281860,118
1684281864,117
1684281868,117
1684281872,117
1684281876,115
1684281880,114
1684281884,114
1684281888,114
1684281893,114
1684281897,113
1684281902,112
1684276542,2
1684276545,25
1684276549,25
1684276552,25
1684276555,25
1684276558,25
1684276562,25
1684276565,25
1684276568,25
1684276571,25
1684276575,25
1684276578,26
1684276581,27
1684276585,27
1684276588,27
1684276591,27
1684276594,27
1684276597,27
1684276601,27
1684276604,27
1684276607,31
1684276611,31
1684276614,32
1684276617,33
1684276620,33
1684276624,33
1684276627,33
1684276630,33
1684276633,33
1684276636,33
1684276640,35
1684276643,39
1684276647,40
1684276650,42
1684276653,42
1684276656,42
1684276660,42
1684276663,42
1684276666,42
1684276669,43
1684276673,43
1684276676,47
1684276680,48
1684276683,48
1684276686,48
1684276689,49
1684276693,50
1684276696,50
1684276699,53
1684276703,53
1684276706,55
1684276709,59
1684276713,59
1684276716,60
1684276719,61
1684276723,61
1684276726,62
1684276729,63
1684276733,66
1684276736,67
1684276740,68
1684276743,68
1684276746,68
1684276750,70
1684276753,72
1684276757,74
1684276760,75
1684276764,77
1684276768,79
1684276771,81
1684276775,83
1684276778,83
1684276782,82
1684276786,85
1684276789,87
1684276793,91
1684276796,91
1684276800,92
1684276803,93
1684276808,96
1684276811,101
1684276815,104
1684276819,105
1684276823,106
1684276827,106
1684276830,106
1684276834,107
1684276838,109
1684276841,109
1684276845,112
1684276849,112
1684276853,115
1684276857,115
1684276861,116
1684276865,117
1684276869,119
1684276873,123
1684276877,126
1684276881,125
1684276885,125
1684276889,125
1684276893,125
1684276897,126
1684276901,128
1684276905,126
1684276910,129
1684276914,130
1684276917,130
1684276921,130
1684276925,130
1684276929,128
1684276933,129
1684276937,129
1684276942,129
1684276946,130
1684276951,132
1684276955,133
1684276959,134
1684276964,132
1684276967,130
1684276971,130
1684276975,127
1684276980,127
1684276984,126
1684276988,124
1684276992,123
1684276996,122
1684277000,122
1684277005,122
1684277008,121
1684277012,120
1684277016,119
1684277021,118
1684277025,118
1684277030,117
1684277034,117
1684277038,116
1684277042,115
1684277046,115
1684277050,115
1684277054,113
1684277058,113
1684277063,112
1684277068,112
1684277072,111
1684277076,111
1684277080,109
1684277084,108
1684277089,107
1684277093,107
1684277097,105
1684277101,103
1684277105,101
1684277109,100
1684277114,100
1684277117,98
1684277121,97
1684277125,97
1684277129,96
1684277133,95
1684285265,1
1684285268,13
1684285271,25
1684285275,25
1684285278,25
1684285281,25
1684285285,25
1684285288,25
1684285292,25
1684285295,25
1684285298,25
1684285302,25
1684285305,25
1684285308,25
1684285312,25
1684285315,25
1684285318,25
1684285322,25
1684285325,25
1684285328,25
1684285332,25
1684285335,25
1684285338,25
1684285342,26
1684285345,26
1684285348,27
1684285351,27
1684285355,27
1684285358,29
1684285361,30
1684285365,31
1684285368,31
1684285371,31
1684285375,31
1684285378,32
1684285381,32
1684285385,32
1684285388,32
1684285391,33
1684285395,35
1684285398,35
1684285401,35
1684285405,35
1684285408,36
1684285411,36
1684285415,36
1684285418,37
1684285421,38
1684285425,38
1684285428,40
1684285431,40
1684285435,41
1684285438,41
1684285442,43
1684285445,42
1684285448,42
1684285452,43
1684285455,44
1684285459,45
1684285462,46
1684285465,46
1684285469,47
1684285472,49
1684285476,51
1684285479,51
1684285482,51
1684285486,52
1684285489,54
1684285493,56
1684285496,56
1684285500,56
1684285503,59
1684285507,59
1684285510,59
1684285514,61
1684285517,61
1684285521,62
1684285524,63
1684285527,64
1684285531,65
1684285534,66
1684285538,68
1684285541,70
1684285545,71
1684285548,73
1684285552,74
1684285555,73
1684285559,74
1684285562,76
1684285566,78
1684285569,79
1684285573,79
1684285576,81
1684285580,82
1684285584,85
1684285587,86
1684285591,89
1684285594,90
1684285598,92
1684285601,92
1684285605,92
1684285609,95
1684285612,99
1684285616,103
1684285620,104
1684285623,107
1684285627,107
1684285630,108
1684285634,108
1684285638,108
1684285641,109
1684285645,110
1684285649,110
1684285652,112
1684285656,114
1684285660,113
1684285663,113
1684285667,112
1684285671,112
1684285674,113
1684285678,113
1684285682,115
1684285686,116
1684285689,121
1684285693,119
1684285697,120
1684285701,121
1684285704,122
1684285708,122
1684285712,122
1684285716,122
1684285719,122
1684285723,123
1684285727,123
1684285731,124
1684285734,124
1684285738,121
1684285742,122
1684285746,125
1684285749,126
1684285753,126
1684285757,127
1684285761,127
1684285764,128
1684285768,128
1684285772,128
1684285776,127
1684285780,127
1684285783,128
1684285787,128
1684285791,128
1684285795,130
1684285799,130
1684285803,130
1684285807,130
1684285811,129
1684285815,127
1684285819,127
1684285823,127
1684285827,127
1684285830,128
1684285834,127
1684285838,127
1684285842,127
1684285846,126
1684285850,126
1684285853,126
1684285857,125
1684306616,2
1684306620,25
1684306623,25
1684306626,25
1684306630,25
1684306633,25
1684306636,25
1684306639,25
1684306642,25
1684306646,25
1684306649,25
1684306652,25
1684306656,25
1684306659,25
1684306662,26
1684306665,26
1684306669,26
1684306672,26
1684306675,26
1684306678,26
1684306681,27
1684306685,28
1684306688,28
1684306691,28
1684306694,28
1684306698,30
1684306701,30
1684306704,30
1684306707,30
1684306711,30
1684306714,30
1684306717,31
1684306720,32
1684306724,34
1684306727,34
1684306730,34
1684306733,35
1684306736,35
1684306740,36
1684306743,36
1684306746,37
1684306749,38
1684306753,39
1684306756,40
1684306759,40
1684306763,42
1684306766,43
1684306769,43
1684306772,43
1684306775,43
1684306779,45
1684306782,45
1684306786,47
1684306789,47
1684306792,47
1684306795,48
1684306798,48
1684306802,48
1684306805,48
1684306808,51
1684306812,51
1684306815,52
1684306818,53
1684306821,53
1684306825,54
1684306828,54
1684306831,55
1684306834,57
1684306838,58
1684306841,60
1684306845,61
1684306848,61
1684306851,61
1684306855,62
1684306858,64
1684306861,64
1684306865,64
1684306868,65
1684306872,67
1684306875,66
1684306879,66
1684306882,67
1684306886,68
1684306890,70
1684306893,70
1684306896,69
1684306900,70
1684306903,71
1684306907,71
1684306910,71
1684306914,73
1684306918,76
1684306921,77
1684306925,78
1684306928,79
1684306932,79
1684306935,80
1684306939,80
1684306942,80
1684306946,81
1684306949,81
1684306953,85
1684306957,86
1684306960,85
1684306964,86
1684306968,88
1684306971,90
1684306975,92
1684306979,94
1684306983,93
1684306987,97
1684306990,98
1684306994,97
1684306998,98
1684307001,99
1684307005,99
1684307009,102
1684307013,106
1684307017,106
1684307021,109
1684307024,114
1684307029,115
1684307032,115
1684307036,114
1684307039,116
1684307043,116
1684307047,115
1684307051,116
1684307056,116
1684307060,117
1684307064,119
1684307067,120
1684307071,119
1684307075,120
1684307079,120
1684307083,121
1684307088,124
1684307092,123
1684307096,121
1684307100,120
1684307104,120
1684307108,119
1684307112,117
1684307116,116
1684307120,116
1684307124,116
1684307128,115
1684307133,114
1684307137,111
1684307141,110
1684307145,109
1684307149,108
1684307153,108
1684307157,108
1684307161,107
1684307165,106
1684307169,104
1684307173,104
1684307177,102
1684307181,100
1684307186,100
1684307190,100
1684307194,100
1684307198,100
1684307202,99
1684307206,99
1684307210,97
1684305835,1
1684305838,16
1684305841,25
1684305845,25
1684305848,25
1684305852,25
1684305855,25
1684305858,25
1684305862,25
1684305865,25
1684305869,25
1684305872,25
1684305875,25
1684305879,25
1684305882,25
1684305885,25
1684305888,25
1684305892,25
1684305895,25
1684305898,25
1684305902,25
1684305905,25
1684305909,27
1684305912,30
1684305915,32
1684305919,32
1684305922,32
1684305925,32
1684305929,32
1684305932,32
1684305935,32
1684305939,33
1684305942,35
1684305945,37
1684305949,37
1684305952,37
1684305956,38
1684305959,38
1684305962,39
1684305966,39
1684305969,41
1684305972,41
1684305976,45
1684305979,46
1684305983,46
1684305986,46
1684305990,46
1684305993,46
1684305996,46
1684306000,47
1684306003,48
1684306007,50
1684306010,54
1684306014,54
1684306017,56
1684306020,55
1684306024,55
1684306027,55
1684306031,55
1684306034,56
1684306037,57
1684306041,59
1684306044,60
1684306048,62
1684306051,63
1684306055,64
1684306058,65
1684306062,66
1684306065,66
1684306069,68
1684306072,69
1684306076,70
1684306079,71
1684306083,73
1684306086,75
1684306090,75
1684306093,77
1684306097,78
1684306100,79
1684306104,81
1684306107,82
1684306111,83
1684306115,84
1684306118,88
1684306122,90
1684306125,91
1684306129,91
1684306132,92
1684306136,94
1684306139,99
1684306143,101
1684306147,103
1684306150,105
1684306154,108
1684306158,110
1684306162,111
1684306165,114
1684306169,114
1684306173,116
1684306176,117
1684306180,118
1684306184,121
1684306187,123
1684306191,125
1684306195,126
1684306199,129
1684306203,128
1684306207,129
1684306210,129
1684306214,128
1684306218,128
1684306221,129
1684306225,127
1684306229,128
1684306233,129
1684306237,128
1684306241,127
1684306244,130
1684306248,130
1684306252,130
1684306256,129
1684306260,130
1684306264,130
1684306267,129
1684306271,129
1684306275,130
1684306279,130
1684306283,129
1684306287,129
1684306291,129
1684306295,128
1684306299,127
1684306303,127
1684306307,125
1684306310,125
1684306314,124
1684306319,121
1684306323,120
1684306327,119
1684306330,117
1684306334,117
1684306338,117
1684306342,116
1684306346,116
1684306349,116
1684306353,115
1684306357,115
1684306361,114
1684306365,113
1684306369,112
1684306373,112
1684306376,110
1684306380,110
1684306384,110
1684306388,109
1684306392,108
1684306396,107
1684306400,107
1684306404,107
1684306407,105
1684306411,104
1684306415,103
1684306419,102
1684306423,102
1684306427,102
1684306430,101
1684283677,0
1684283681,11
1684283684,20
1684283687,20
1684283691,20
1684283694,20
1684283697,20
1684283701,20
1684283704,20
1684283707,20
1684283711,20
1684283714,21
1684283717,21
1684283721,21
1684283724,21
1684283727,21
1684283731,21
1684283734,21
1684283737,21
1684283741,21
1684283744,22
1684283747,26
1684283751,27
1684283754,28
1684283757,28
1684283761,28
1684283764,28
